c_msgsize_count,c_pktsize6,c_msgsize4,s_msgsize4,s_pktsize2,s_rtt_cnt,s_rtt_std,s_msgsize5,c_msgsize6,c_sit3,class
47,50,45,56,1418,2,0.0,42,50,3.528,google
0,0,0,0,0,1,0.0,0,0,0.0,google
6,53,69,389,1418,4,1.370887,0,53,2.842,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
8,587,645,1413,1413,5,0.187996,1413,965,11.442,google
8,1418,42,34,1418,1,0.0,30,1566,3.166,google
2,0,0,48,1430,1,0.0,34,0,0.0,google
2,0,0,48,1430,1,0.0,34,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1505,2.238,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
3,0,0,0,1418,1,0.0,0,0,0.0,google
8,38,50,56,1418,2,0.0,42,38,2.059,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.555,google
8,30,42,34,1418,3,17.535239,30,30,1.255,google
5,48,1496,2048,600,2,0.0,2048,0,47.545,google
183,50,45,56,1418,1,0.0,42,50,2.053,google
8,30,42,30,48,4,2.533979,245,30,1.273,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,0,1418,2,0.0,0,0,0.0,google
1,0,0,0,650,2,0.0,0,0,0.0,google
3,0,0,14180,1418,3,7.500789,45558,0,5.747,google
8,1418,42,48,1418,1,0.0,34,1588,1.02,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
8,662,42,48,1418,1,0.0,34,662,14.255,google
8,30,42,48,1418,1,0.0,34,30,1.262,google
8,19,42,48,1418,1,0.0,34,1437,2.193,google
8,30,42,48,1418,1,0.0,34,30,1.533,google
4,0,31,2048,600,3,28.057146,2820,0,3703.334,google
4,0,31,2048,600,3,34.615313,164,0,3753.055,google
4,0,31,1410,600,2,0.0,2048,0,54.951,google
8,930,657,2048,600,5,30.270183,2048,608,48.518,google
24,623,42,30,48,6,5.537063,321,623,2.149,google
0,0,0,0,0,2,0.0,0,0,0.0,google
8,48,778,1413,1418,6,26.394469,1413,890,1928.7,google
8,1413,42,48,1418,1,0.0,34,1413,2.205,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
4,0,1836,0,516,4,1.617773,0,0,2976.595,google
0,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1815,1.793,google
2,0,0,0,0,2,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,2.46,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
3,0,0,0,600,2,0.0,0,0,0.0,google
3,0,0,0,600,1,0.0,0,0,0.0,google
3,0,0,0,600,2,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.029,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
8,1418,42,48,1418,2,0.0,34,1609,2.181,google
1,0,0,0,0,3,0.524615,0,0,0.0,google
8,1418,50,56,1418,1,0.0,42,1587,2.689,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
3,0,0,0,600,3,12.608184,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.248,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,2,0.0,0,0,0.0,google
2,0,0,42,1430,1,0.0,0,0,0.0,google
2,0,0,42,1430,2,0.0,0,0,0.0,google
14,38,50,42,1430,4,56.390263,38,38,2.382,google
5,0,1013,1413,1413,3,0.679251,1413,0,16.459,google
10,1418,69,1413,1418,6,1.026077,1413,2005,2.931,google
9,46,964,38,56,2,0.0,274,46,15.675,google
11,50,45,56,1418,2,0.0,42,50,2.159,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
51,38,50,56,1418,14,5.575702,42,38,2.375,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1509,2.159,google
1,0,0,0,0,2,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.482,google
8,1418,42,34,1418,1,0.0,30,1575,2.794,google
3,0,0,0,837,3,19.194125,0,0,50.649,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
18,50,45,42,1418,2,0.0,38,50,1.147,google
8,30,42,48,1418,1,0.0,34,30,2.16,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
8,1418,42,34,1418,1,0.0,30,1786,9.635,google
3,0,0,0,516,3,0.650124,0,0,0.0,google
3,0,0,0,516,3,0.887352,0,0,0.0,google
3,0,0,0,516,3,1.004484,0,0,0.0,google
2,0,0,0,1418,2,0.0,0,0,0.0,google
8,1390,42,48,1390,1,0.0,34,1906,1.252,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,34,1418,1,0.0,30,1570,2.773,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
5,0,53,517,1418,3,13.242579,0,0,2.393,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,34,1418,3,2.907154,30,30,3.286,google
8,1418,42,48,1418,1,0.0,34,1933,2.55,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,50,56,1418,1,0.0,42,1955,4.924,google
8,1415,50,42,1418,1,0.0,38,1415,2.169,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.327,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,3,5.759147,0,0,0.0,google
8,1112,1026,343,343,10,84.00392,343,1112,5321.819,google
8,1078,992,343,343,10,84.458419,343,1078,5361.918,google
8,1077,991,343,343,10,86.211171,343,1077,5380.889,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
4,0,739,371,1430,4,128.995082,0,0,909.049,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
3,0,0,59,1418,3,1.280038,629,0,4.624,google
1,0,0,0,0,2,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.362,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
19,165,404,38,56,2,0.0,274,165,7.234,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
59,50,45,56,1418,4,8.653568,42,50,2.14,google
6,53,1173,0,389,4,9.702028,0,53,19.36,google
4,215,1663,2048,600,3,0.674682,772,0,44.822,google
8,1418,50,56,1418,1,0.0,42,1574,2.148,google
7,709,965,0,965,5,1.117547,0,709,15.726,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
6,53,885,0,389,4,17.679088,0,53,22.872,google
6,53,981,0,1029,4,17.91974,0,53,16.462,google
5,0,621,2048,600,2,0.0,412,0,4884.781,google
8,30,42,30,48,2,0.0,318,30,1.521,google
49,520,42,48,1418,1,0.0,34,520,2.208,google
47,1029,42,48,1418,7,1.429201,34,1029,2.611,google
8,820,561,2048,600,3,0.952039,3592,821,50.01,google
17,1038,644,2048,600,7,9.165641,772,1038,158.951,google
0,0,0,0,0,0,0.0,0,0,0.0,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
0,0,0,0,0,0,0.0,0,0,0.0,google
8,1418,50,56,1418,1,0.0,42,1638,1.386,google
1,0,0,0,0,3,2.49006,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
85,423,53,38,56,4,69.863865,274,423,0.829,google
0,0,0,0,0,2,0.0,0,0,0.0,google
8,217,50,42,1418,1,0.0,38,217,1.282,google
8,1418,42,34,1418,1,0.0,30,1472,2.702,google
3,0,0,0,1430,3,0.770879,0,0,0.0,google
3,0,0,0,1430,3,0.57661,0,0,0.0,google
6,46,46,38,56,2,0.0,60,31,22.525,google
12,46,1000,42,1418,1,0.0,38,46,19.243,google
59,1430,1952,741,371,31,12.826958,153,1498,7462.506,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.183,google
8,30,42,34,1418,2,0.0,30,30,5.104,google
1,0,0,0,0,3,2.981573,0,0,0.0,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,1.564,google
4,0,38,42,1430,2,0.0,38,0,89.896,google
6,46,302,42,1430,1,0.0,38,46,5.704,google
8,1418,42,48,1418,1,0.0,34,1630,2.48,google
8,30,42,34,1418,2,0.0,30,30,1.193,google
7,136,1566,1430,371,4,21.281767,1253,1564,2.143,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
2,0,0,0,56,3,3.342542,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
4,0,1852,0,516,4,1.031844,0,0,726.682,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
8,1418,42,34,1418,1,0.0,30,1863,2.068,google
8,30,42,48,1418,2,0.0,34,30,1.404,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
38,538,53,38,56,2,0.0,332,538,4.434,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
71,793,37,262,49,15,9.094734,29,793,2.825,google
10,38,50,42,1430,2,0.0,38,38,1.253,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1654,1.135,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
14,38,50,42,1430,3,117.711813,38,38,2.16,google
0,0,0,0,0,0,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,2.137,google
4,0,853,0,517,3,14.789342,0,0,16.876,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,0,0,2,0.0,0,0,0.0,google
7,669,631,129,516,6,9.096208,371,669,14716.759,google
8,1418,42,48,1418,1,0.0,34,1752,2.099,google
1,0,0,14180,1418,1,0.0,26396,0,0.0,google
62,46,38,42,1430,2,0.0,38,46,55.864,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
9,46,988,42,1430,2,0.0,38,46,16.504,google
8,1418,42,48,1418,1,0.0,34,1465,1.545,google
1,0,0,0,0,3,1.150599,0,0,0.0,google
6,30,42,30,48,3,3.783613,55,30,1.5,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
8,1418,50,56,1418,3,1.432774,42,1469,1.175,google
255,38,50,38,56,11,29.875213,253,38,1.398,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1715,2.313,google
8,1228,42,48,1228,1,0.0,34,1627,2.178,google
9,1448,69,2048,600,4,1.34259,2143,1877,1.694,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,2,0.0,0,0,0.0,google
6,1430,1488,1430,1430,2,0.0,1430,1488,529.434,google
8,1418,42,48,1418,1,0.0,34,1500,2.496,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
13,1317,37,270,49,4,3.341848,1348,1317,1.215,google
9,53,629,389,389,6,0.510857,0,53,10.756,google
11,997,2005,965,389,7,0.78471,965,53,22.901,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
2,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,14180,1418,1,0.0,26387,0,0.0,google
1,0,0,0,0,3,0.917474,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,50,42,1418,1,0.0,38,1633,2.171,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
25,50,45,56,1418,2,0.0,42,50,1.219,google
8,1418,42,48,1418,1,0.0,34,1552,6.075,google
8,892,42,48,1418,2,0.0,34,892,2.129,google
7,38,92,42,1418,2,0.0,38,1614,1.691,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
3,0,0,42,1430,2,0.0,0,0,0.0,google
3,0,0,42,1430,1,0.0,0,0,0.0,google
3,0,0,42,1430,1,0.0,0,0,0.0,google
3,0,0,42,1430,1,0.0,0,0,0.0,google
3,0,0,42,1430,1,0.0,0,0,0.0,google
3,0,0,42,1430,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,2.334,google
3,0,0,0,677,3,22.531672,0,0,0.0,google
3,0,0,42,1430,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.258,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1611,2.125,google
0,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
1,0,0,0,0,3,1.371941,0,0,0.0,google
4,0,31,51,1418,2,0.0,1418,0,119.515,google
8,30,42,48,1418,1,0.0,34,30,2.152,google
56,792,42,30,48,11,11.85825,283,792,2.038,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1506,2.032,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1892,2.102,google
1,1,0,0,0,3,114.332556,0,0,10033.115,google
8,1418,42,48,1418,1,0.0,34,1663,2.487,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
8,1418,42,34,1418,1,0.0,30,1642,1.246,google
10,1418,42,48,1418,1,0.0,34,1571,7.176,google
2,0,0,34,1418,1,0.0,0,0,0.0,google
9,50,45,42,1418,2,0.0,38,50,2.051,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,4.704,google
8,1418,50,56,1418,1,0.0,42,1930,1.523,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,2,0.0,0,0,0.0,google
2,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
11,46,1476,790,371,4,14.191824,162,1564,2.079,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
10,1039,42,48,1418,1,0.0,34,1039,2.07,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
2,0,0,48,1418,2,0.0,34,0,0.0,google
2,0,0,34,1418,2,0.0,0,0,0.0,google
2,0,0,48,1418,2,0.0,34,0,0.0,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1379,42,48,1418,0,0.0,34,1379,2.142,google
33,69,69,69,1418,2,0.0,629,69,2.787,google
7,46,38,42,1430,4,1.485461,38,46,1.205,google
8,30,42,48,1418,2,0.0,34,30,1.603,google
4,0,773,0,517,3,12.232731,0,0,14.895,google
4,0,757,0,517,3,13.513413,0,0,14.747,google
4,1,31,1430,1430,3,1.695654,1430,0,10196.076,google
8,1418,42,48,1418,1,0.0,34,1477,2.204,google
8,1356,42,48,1418,1,0.0,34,1356,2.644,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
9,1029,551,1430,1430,6,12.308085,1430,1029,997.129,google
0,0,0,0,0,2,0.0,0,0,0.0,google
24,1418,42,48,1418,5,50.816513,34,1727,2.239,google
0,0,0,0,0,2,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1441,1.423,google
8,30,42,34,1406,2,0.0,30,30,1.227,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1228,0,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1596,2.177,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1228,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,1.29,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1892,3.509,google
3,0,0,0,516,3,0.627038,0,0,0.0,google
3,0,0,0,516,3,1.065888,0,0,0.0,google
3,0,0,0,516,3,0.484259,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,1.551,google
2,0,0,34,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.109,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.294,google
3,0,0,0,517,3,115.018976,0,0,0.0,google
37,350,50,56,1418,2,0.0,42,350,1.175,google
14,47,1477,1430,371,9,17.122686,1430,1487,2.123,google
3,0,0,0,517,3,93.798702,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1419,2.125,google
6,1418,1317,1413,1418,2,0.0,1413,2325,15443.031,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,0,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1671,2.158,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,3,5.635297,0,0,0.0,google
8,30,42,34,1418,1,0.0,30,30,2.292,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,0,2,0.0,0,0,0.0,google
26,69,69,309,85,2,0.0,1413,69,2.827,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,0,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
11,123,69,1413,1418,5,31.170618,1413,1557,2.867,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,4.75,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
11,528,42,48,1430,2,0.0,34,528,2.372,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
26,661,85,293,85,5,2.233455,53,661,2.866,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,0,85,3,20.227167,0,0,0.0,google
8,1348,50,56,1348,1,0.0,42,1776,2.15,google
8,1348,42,48,1348,1,0.0,34,1613,2.191,google
8,1418,42,48,1418,1,0.0,34,1557,1.093,google
7,709,85,293,85,3,2.920843,1413,709,2.868,google
8,30,42,48,1418,1,0.0,34,30,2.855,google
10,30,42,34,1418,2,0.0,30,30,2.141,google
7,30,76,48,1418,2,0.0,34,1325,2.401,google
8,30,42,48,1418,1,0.0,34,30,2.215,google
8,30,42,48,1418,1,0.0,34,30,2.164,google
10,6,69,69,1418,1,0.0,325,69,1.359,google
8,1418,42,48,1418,1,0.0,34,1429,9.508,google
8,1418,42,48,1418,1,0.0,34,1617,2.156,google
8,30,42,30,48,2,0.0,333,30,2.655,google
3,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,0,1012,3,133.006431,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
8,30,42,48,1228,2,0.0,34,30,6.456,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,0,48,3,3.846885,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1533,2.235,google
3,0,0,853,1418,2,0.0,165,0,0.0,google
3,0,0,59,1418,3,47.389761,709,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,9.83,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
8,30,42,34,1418,1,0.0,30,30,2.232,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
64,50,45,42,1418,1,0.0,38,50,1.202,google
18,1418,37,264,49,4,0.638814,29,2637,1.235,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,3.909,google
2,0,0,0,1418,2,0.0,0,0,0.0,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
32,1418,42,30,48,12,1.585586,521,2184,1.304,google
10,955,69,1413,1418,4,42.310375,1413,1573,2.842,google
2,0,0,56,1430,1,0.0,42,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1348,2,0.0,34,30,1.207,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
4,1418,3201,371,1418,4,24.186945,0,0,20.711,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,2.211,google
10,30,42,34,1418,1,0.0,30,30,2.199,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
5,0,53,517,1418,3,18.41645,0,0,2.397,google
15,46,416,42,1430,3,0.452925,38,46,7.883,google
1,0,0,0,0,2,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,2.132,google
8,1418,42,48,1418,1,0.0,34,1757,2.161,google
8,30,42,48,1418,1,0.0,34,30,15.323,google
2,0,0,0,1430,2,0.0,0,0,0.0,google
3,0,0,675,1430,2,0.0,0,0,0.0,google
12,46,38,42,1430,3,0.91395,38,984,1.815,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,14180,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,56,1418,1,0.0,42,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
19,1418,42,48,1418,1,0.0,34,2422,5.165,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,1,0.0,0,0,0.0,google
2,0,0,34,1418,1,0.0,0,0,0.0,google
8,1283,42,48,1418,2,0.0,34,1283,2.203,google
7,46,38,42,1430,2,0.0,38,46,2.016,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,1,0.0,34,1554,1.675,google
42,231,612,98,588,5,0.494885,38,231,6.171,google
1,0,0,0,0,3,0.204163,0,0,0.0,google
4,0,31,1418,1418,2,0.0,1418,0,141.7,google
2,0,0,56,1348,1,0.0,42,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,34,1418,1,0.0,30,30,10.383,google
8,34,42,48,1418,1,0.0,34,1572,42.936,google
14,920,42,30,48,3,3.499648,283,920,2.199,google
8,1418,42,48,1418,1,0.0,34,1448,1.192,google
8,30,42,48,1418,2,0.0,34,30,1.359,google
8,30,42,48,1418,1,0.0,34,30,1.316,google
8,1418,42,48,1418,1,0.0,34,1905,2.182,google
8,1418,42,48,1418,1,0.0,34,1591,1.617,google
10,800,42,48,1418,1,0.0,34,800,8.35,google
2,0,0,48,1418,1,0.0,34,0,0.0,google
49,30,42,48,1418,8,13.343822,34,30,1.332,google
37,46,38,80,1430,2,0.0,274,934,3433.994,google
3,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,30,42,30,48,2,0.0,318,30,2.721,google
8,1418,42,48,1418,1,0.0,34,1659,2.52,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
2,0,0,0,56,3,23.44109,0,0,0.0,google
2,0,0,0,56,3,20.788028,0,0,0.0,google
2,0,0,37,1418,1,0.0,0,0,0.0,google
2,0,0,37,1418,1,0.0,0,0,0.0,google
8,30,42,48,1418,1,0.0,34,30,1.488,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
4,0,1682,0,309,4,45.177906,0,0,12895.985,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
20,57,1333,1430,1430,7,73.949019,1430,1488,239.901,google
8,880,42,34,1418,0,0.0,30,880,1.236,google
7,1418,76,48,1418,1,0.0,34,30,2.484,google
8,30,42,48,1418,1,0.0,34,30,2.078,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
1,0,0,0,1418,0,0.0,0,0,0.0,google
13,38,50,56,1430,2,0.0,42,38,1.534,google
2,0,0,0,1418,3,1.025197,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
14,30,42,48,1418,4,2.444729,34,30,2.674,google
1,0,0,0,1348,1,0.0,0,0,0.0,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
0,0,0,0,0,2,0.0,0,0,0.0,google
8,30,42,48,1418,2,0.0,34,30,2.242,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
8,1418,42,48,1418,0,0.0,34,1455,2.294,google
1,0,0,0,1418,1,0.0,0,0,0.0,google
1,0,0,0,1418,2,0.0,0,0,0.0,google
